run_id,config_id,combo_index,seed_repeat,seed,status,training_params.seed,best_epoch,best_step,mp,mr,map50,map,f1,training_params.trainability_policy,training_params.learning_rate,training_params.weight_decay
run_016,cfg008,8,2,95844077,success,95844077,212,,0.7878447964039759,0.9046132383237834,0.9055155227332216,0.6412213548650987,0.8422008911862717,head_only,0.005,0.001
run_017,cfg009,9,1,1238204499,success,1238204499,327,,0.7518658872040532,0.932358515835547,0.9056400258229468,0.6614804627355595,0.8324408094738494,head_only,0.005,0.01
run_018,cfg009,9,2,333905958,success,333905958,283,,0.8127772955571164,0.9230769230769231,0.9265919861096098,0.667041484293254,0.8644227805259241,head_only,0.005,0.01
run_019,cfg010,10,1,2083068070,success,2083068070,359,,0.7853839348269874,0.891448702810368,0.8984779578943546,0.6274297134869709,0.8350618591204161,head_only,0.001,0.0
run_020,cfg010,10,2,145302033,success,145302033,404,,0.7976621820678199,0.9097508617914285,0.9086217698838375,0.6388821591858129,0.8500273090504185,head_only,0.001,0.0
run_021,cfg011,11,1,2069292262,success,2069292262,102,,0.8233300529192821,0.776754384487142,0.8310759213855068,0.5748215065811448,0.7993643504485164,head_only,0.001,0.001
run_022,cfg011,11,2,1503634309,success,1503634309,398,,0.7418853077796663,0.9230769230769231,0.8990146295825857,0.6373028594492278,0.82262191236483,head_only,0.001,0.001
run_023,cfg012,12,1,165981770,success,165981770,462,,0.7912315513615342,0.9230769230769231,0.916310344085044,0.6461548015494027,0.8520842039370147,head_only,0.001,0.01
run_024,cfg012,12,2,1915087645,success,1915087645,404,,0.7904938332671155,0.9358974358974359,0.9094226424308831,0.6338208859843395,0.8570723970417767,head_only,0.001,0.01
run_025,cfg013,13,1,580509691,success,580509691,104,,0.8245139226371134,0.717948717948718,0.8187079651720885,0.58174195599077,0.7675501475528204,head_only,0.0001,0.0
run_026,cfg013,13,2,189219581,success,189219581,102,,0.7656188379119311,0.8076923076923077,0.8153610687439322,0.5546820544730122,0.7860930086633264,head_only,0.0001,0.0
run_027,cfg014,14,1,1222717536,success,1222717536,129,,0.7846741844676096,0.782051282051282,0.8319920043230554,0.5727950022747008,0.7833605377193743,head_only,0.0001,0.001
run_028,cfg014,14,2,1201498760,success,1201498760,102,,0.7866176789938133,0.803486976803092,0.8235464237256919,0.5613489329588504,0.7949628453579353,head_only,0.0001,0.001
run_029,cfg015,15,1,1843044192,success,1843044192,101,,0.7993638670697825,0.7948717948717948,0.8252336775806884,0.5563251370228561,0.7971115023227995,head_only,0.0001,0.01
run_030,cfg015,15,2,37819916,success,37819916,101,,0.7767072353551541,0.8076923076923077,0.8228117271062854,0.563177969085628,0.7918967940607697,head_only,0.0001,0.01
run_031,cfg016,16,1,347530469,success,347530469,102,,0.8201965831894332,0.8333333333333334,0.8756644346685791,0.6279431873583096,0.8267127746865296,head_and_last_stage,0.05,0.0
run_032,cfg016,16,2,1496959511,success,1496959511,101,,0.8288908264011303,0.7452856914675398,0.8419813865068141,0.5542636924272041,0.7848681081101035,head_and_last_stage,0.05,0.0
run_033,cfg017,17,1,1137899065,success,1137899065,102,,0.8438860171576675,0.8333333333333334,0.8773356621229491,0.556677976866597,0.8385764776986608,head_and_last_stage,0.05,0.001
run_034,cfg017,17,2,1142990823,success,1142990823,104,,0.7826345235693402,0.8589743589743589,0.8544973103402995,0.584719167085441,0.8190294233209734,head_and_last_stage,0.05,0.001
run_035,cfg018,18,1,205191617,success,205191617,103,,0.8682482961975334,0.7948717948717948,0.8368252064918787,0.5851707352843247,0.8299413677928348,head_and_last_stage,0.05,0.01
run_036,cfg018,18,2,1816535826,success,1816535826,101,,0.7919500453140274,0.8461538461538461,0.8588262782813548,0.5336930375941731,0.818155161335589,head_and_last_stage,0.05,0.01
run_037,cfg019,19,1,1894972082,success,1894972082,487,,0.915170867013338,0.9682287928439174,0.975998490860232,0.7812645788335093,0.9409524730204141,head_and_last_stage,0.01,0.0
run_038,cfg019,19,2,1107683002,success,1107683002,102,,0.8117072315261371,0.8461538461538461,0.8551220166412854,0.5936044154389634,0.8285726773535002,head_and_last_stage,0.01,0.0
run_039,cfg020,20,1,416288064,success,416288064,302,,0.9465393093302944,0.9079909191767105,0.975802806226976,0.755244369685925,0.926864479537338,head_and_last_stage,0.01,0.001
run_040,cfg020,20,2,480069051,success,480069051,289,,0.9106460797225122,0.9487179487179487,0.9716209754879728,0.7408605314595469,0.9292922392254916,head_and_last_stage,0.01,0.001
run_041,cfg021,21,1,56886014,success,56886014,302,,0.8953020984304999,0.9615384615384616,0.971427753629398,0.7660556423517618,0.9272389034321926,head_and_last_stage,0.01,0.01
run_042,cfg021,21,2,1113567874,success,1113567874,526,,0.8928600014145188,0.9615675357545078,0.9757144305945336,0.7869902110066354,0.9259409430951206,head_and_last_stage,0.01,0.01
run_043,cfg022,22,1,1464002203,success,1464002203,430,,0.9150938899134934,0.9672692577861469,0.9711405297110247,0.7761836341766933,0.9404584750641332,head_and_last_stage,0.005,0.0
run_044,cfg022,22,2,1080272962,success,1080272962,411,,0.9014024702474538,0.9615384615384616,0.9693176789811034,0.7785676039634855,0.9304998668291738,head_and_last_stage,0.005,0.0
run_045,cfg023,23,1,2055981328,success,2055981328,372,,0.947878885590075,0.9326514053625615,0.9740114631115748,0.7849869742130299,0.9402034936765056,head_and_last_stage,0.005,0.001
run_046,cfg023,23,2,379658394,success,379658394,500,,0.9376450056927133,0.9743589743589743,0.9886291857920247,0.8118407422353318,0.9556495023978654,head_and_last_stage,0.005,0.001
run_047,cfg024,24,1,1040640371,success,1040640371,423,,0.9465221228282099,0.9743589743589743,0.9779300452430462,0.7976314463023818,0.9602388468057302,head_and_last_stage,0.005,0.01
run_048,cfg024,24,2,654378078,success,654378078,647,,0.8985967141161089,0.9615384615384616,0.971928584629121,0.8142496536851308,0.9290027018930721,head_and_last_stage,0.005,0.01
run_049,cfg025,25,1,277907635,success,277907635,334,,0.8698909124881126,0.9102564102564102,0.9401961722633931,0.7295135995704466,0.8896160100899029,head_and_last_stage,0.001,0.0
run_050,cfg025,25,2,950651848,success,950651848,231,,0.7911795682015531,0.9229154275106074,0.9031380703427545,0.6913837205316666,0.8519852531522257,head_and_last_stage,0.001,0.0
run_051,cfg026,26,1,1915922620,success,1915922620,391,,0.885761998856253,0.9230769230769231,0.9448410945314287,0.7441818544311936,0.904034572198243,head_and_last_stage,0.001,0.001
run_052,cfg026,26,2,831784714,success,831784714,590,,0.8987513658547639,0.9487179487179487,0.9703961774093353,0.7789581044616012,0.9230589601629101,head_and_last_stage,0.001,0.001
run_053,cfg027,27,1,1579412887,success,1579412887,359,,0.900063148281814,0.8846153846153846,0.9465989130519518,0.7451291341577587,0.8922724103179586,head_and_last_stage,0.001,0.01
run_054,cfg027,27,2,422646439,success,422646439,385,,0.8939936951610861,0.9230769230769231,0.9571543876737908,0.760856233780866,0.9083025624834268,head_and_last_stage,0.001,0.01
run_055,cfg028,28,1,112469793,success,112469793,244,,0.8050771301450675,0.8205128205128205,0.8594612317116039,0.6262084235966512,0.8127216910000661,head_and_last_stage,0.0001,0.0
run_056,cfg028,28,2,1829903883,success,1829903883,475,,0.8323197261223558,0.8717948717948718,0.8899647639817798,0.6627653111238508,0.8516000858322869,head_and_last_stage,0.0001,0.0
run_057,cfg029,29,1,2128232126,success,2128232126,398,,0.7970332715251512,0.8558943959829215,0.8896860970789566,0.6665281890468784,0.8254158048412962,head_and_last_stage,0.0001,0.001
run_058,cfg029,29,2,2010155452,success,2010155452,111,,0.7717926888203493,0.8238452270279861,0.8508025346260587,0.533205697787601,0.7969699348760985,head_and_last_stage,0.0001,0.001
run_059,cfg030,30,1,251004415,success,251004415,105,,0.773136616989454,0.8205128205128205,0.8274398405503343,0.577076528870952,0.7961205159925289,head_and_last_stage,0.0001,0.01
run_060,cfg030,30,2,296734729,success,296734729,193,,0.7692532943996556,0.8589743589743589,0.8675115161367525,0.6328988813518606,0.8116418537378508,head_and_last_stage,0.0001,0.01
run_061,cfg031,31,1,591989460,success,591989460,103,,0.8366632282833572,0.8537589770718117,0.8852198594936425,0.6248067347515852,0.8451246554498706,backbone_frozen,0.05,0.0
run_062,cfg031,31,2,97699053,success,97699053,102,,0.759394617510926,0.7688189157235664,0.809062214460442,0.5149249160506076,0.7640777073938886,backbone_frozen,0.05,0.0
run_063,cfg032,32,1,1636509554,success,1636509554,102,,0.8437644276840144,0.8308861440244149,0.8759391953893306,0.530909374691379,0.8372757680046945,backbone_frozen,0.05,0.001
run_064,cfg032,32,2,1409665842,success,1409665842,104,,0.7783244382087982,0.8846153846153846,0.8573744841289287,0.5580808757885192,0.8280729859392199,backbone_frozen,0.05,0.001
run_065,cfg033,33,1,1094154753,success,1094154753,102,,0.7972715320610314,0.7948717948717948,0.8522670631290008,0.5721073506199603,0.7960698549801796,backbone_frozen,0.05,0.01
run_066,cfg033,33,2,480265600,success,480265600,105,,0.8088016772012324,0.8846153846153846,0.8838820203594467,0.5964951015578526,0.8450114539266603,backbone_frozen,0.05,0.01
run_067,cfg034,34,1,416784983,success,416784983,379,,0.9580555378763194,0.9615384615384616,0.9769902306997359,0.7652047212304053,0.9597938399878768,backbone_frozen,0.01,0.0
run_068,cfg034,34,2,395978618,success,395978618,372,,0.8918187010549914,0.9512250480846149,0.9707635993607885,0.7742852005537567,0.9205644599481884,backbone_frozen,0.01,0.0
run_069,cfg035,35,1,589202207,success,589202207,731,,0.9047839842121792,0.9102564102564102,0.977107742214216,0.8023207720564841,0.9075119474325546,backbone_frozen,0.01,0.001
run_070,cfg035,35,2,632339101,success,632339101,372,,0.8821379987925259,0.9487179487179487,0.9729550192963891,0.7851543468175647,0.9142173679350198,backbone_frozen,0.01,0.001
run_071,cfg036,36,1,792958926,success,792958926,372,,0.9413714878515401,0.9487179487179487,0.9811955731606894,0.78633876012521,0.9450304410536734,backbone_frozen,0.01,0.01
run_072,cfg036,36,2,926323442,success,926323442,276,,0.8779292393867975,0.9220589846244983,0.9645496974662221,0.75337869461958,0.8994531544624912,backbone_frozen,0.01,0.01
run_073,cfg037,37,1,1470425397,success,1470425397,321,,0.8699227050954459,0.9431796204912394,0.9686229411028197,0.7663832984118807,0.9050712199413665,backbone_frozen,0.005,0.0
run_074,cfg037,37,2,1443684659,success,1443684659,219,,0.938923250083856,0.8717948717948718,0.9396232673031315,0.7141987636446617,0.9041147426997492,backbone_frozen,0.005,0.0
run_075,cfg038,38,1,1812323525,success,1812323525,526,,0.8902610620205479,0.9615384615384616,0.9782340847572717,0.8069680199326641,0.9245279967430087,backbone_frozen,0.005,0.001
run_076,cfg038,38,2,1886342053,success,1886342053,571,,0.9190904108872491,0.9615384615384616,0.985140488075337,0.810262367898115,0.9398353844896508,backbone_frozen,0.005,0.001
run_077,cfg039,39,1,1747073668,success,1747073668,199,,0.8455234367894766,0.9230769230769231,0.9358108771809663,0.7244341747578829,0.8825998118421882,backbone_frozen,0.005,0.01
run_078,cfg039,39,2,842841973,success,842841973,276,,0.9023393016260508,0.9476564766029311,0.9738964939265591,0.7674538750752301,0.924442848294384,backbone_frozen,0.005,0.01
run_079,cfg040,40,1,1371613781,success,1371613781,315,,0.8151006218639253,0.8846153846153846,0.9271054971908015,0.7201552298155881,0.8484365004056605,backbone_frozen,0.001,0.0
run_080,cfg040,40,2,198935304,success,198935304,167,,0.7793915824668715,0.9230769230769231,0.9070057602558367,0.6671205196786671,0.8451708580485887,backbone_frozen,0.001,0.0
run_081,cfg041,41,1,232803490,success,232803490,174,,0.8178290357185717,0.8846153846153846,0.9045329429495412,0.6736207185415086,0.8499122066374379,backbone_frozen,0.001,0.001
run_082,cfg041,41,2,1891679685,success,1891679685,283,,0.7700541562895887,0.901644320180975,0.9116417078624249,0.7143983977424809,0.8306700831793054,backbone_frozen,0.001,0.001
run_083,cfg042,42,1,210642124,success,210642124,308,,0.8666056351148106,0.8846153846153846,0.9313486766132193,0.7303711448128775,0.8755179027431469,backbone_frozen,0.001,0.01
run_084,cfg042,42,2,813392582,success,813392582,193,,0.798100751249443,0.8589743589743589,0.9060703680334244,0.6710634243320623,0.8274194416073941,backbone_frozen,0.001,0.01
run_085,cfg043,43,1,1461025814,success,1461025814,123,,0.739998055781223,0.8757603446923851,0.8671981610404623,0.6147931662758013,0.8021755631444655,backbone_frozen,0.0001,0.0
run_086,cfg043,43,2,592360528,success,592360528,123,,0.8622017938299109,0.8333333333333334,0.8764259949759611,0.6298463225611138,0.8475218039986765,backbone_frozen,0.0001,0.0
run_087,cfg044,44,1,1143016931,success,1143016931,116,,0.7654082679511429,0.8784616766109005,0.8705229000748296,0.6207565943427141,0.8180474770287756,backbone_frozen,0.0001,0.001
run_088,cfg044,44,2,1701629806,success,1701629806,244,,0.7755801674761464,0.8717948717948718,0.8861935269491432,0.6612245506337102,0.820877816590829,backbone_frozen,0.0001,0.001
run_089,cfg045,45,1,1974012208,success,1974012208,102,,0.7991761803884161,0.8673589200401889,0.8721526124983604,0.6093537449970444,0.8318727743151252,backbone_frozen,0.0001,0.01
run_090,cfg045,45,2,1366468183,success,1366468183,116,,0.7710801939476776,0.8589743589743589,0.8660166311204295,0.621380944499528,0.8126576060006373,backbone_frozen,0.0001,0.01
